Gene	ER	ER.1	ER.2	ER.3	TNBC	ER.4	TNBC.1	ER.5	ER.6	ER.7	ER.8	ER.9	TNBC.2	ER.10	ER.11	TNBC.3	ER.12	ER.13	ER.14	ER.15	TNBC.4	ER.16	ER.17	ER.18	ER.19	TNBC.5	ER.20
ANLN	-0.949597489	0.284725835	-0.055208006	0.102492736	0.670681248	-0.455842532	0.110021258	-0.362425682	-0.66488149	-1.461006198	-0.313501348	-0.749652015	0.449499413	-1.379599806	-0.104181922	0.446217446	-0.889504786	-0.210162508	-0.287254442	-1.254994483	1.262871615	0.198753829	0.122824066	0.485430194	-1.209593631	-0.314268218	0.331906681
ANO1	-0.102883894	-0.627120728	-0.618225053	-0.520533348	-0.741720068	0.899373431	-0.902879541	0.375018436	0.140408305	NA	-0.187777543	0.393610899	-0.516753071	-0.975125481	0.481184399	-0.183653697	-0.244513095	0.470626406	-0.036588561	0.323286362	-0.988953187	0.354497279	-0.062716553	-0.984416672	-2.075859095	-1.63092348	1.438079282
ANO10	-0.836291437	-0.368425092	0.670997077	-0.691200313	0.388951669	-0.26011637	-0.566426983	-0.279198815	0.227202552	-1.523180178	-0.077048542	-0.140600973	0.711956783	-0.474278103	0.074539071	0.655175502	-0.088912971	-0.10453471	-0.632776204	-0.970981882	-0.04614589	-0.060277776	-0.00388816	-0.289938818	-0.347132921	-0.374514289	-0.755897058
ANO6	-0.199632843	-0.558547545	0.550230554	0.090508401	0.219332136	0.048387499	0.715261105	0.595178822	0.313463287	-0.772958822	-0.097318718	0.03506312	0.060995673	0.134665649	0.194038091	0.043086777	0.53982784	0.049968736	0.395920875	-0.276719099	-0.330319033	0.21711987	0.270449339	0.255806692	-0.76865607	-0.184952505	0.004381079
ANOS1	-2.649631594	-0.00751195	0.127394815	0.321207046	-0.359740793	-0.168115975	-0.472230151	0.732424758	-0.450792107	-0.84025425	0.458969489	-1.111973746	-0.421269552	-1.693434446	0.440919226	-0.343506032	0.559938261	0.131678981	0.14930432	-2.486360339	0.446434431	0.641762434	0.140090423	-0.513846241	-1.704787474	-1.645943189	-0.573865895
ANP32A	-0.282573739	0.138600728	0.123639497	-1.01252755	-0.875520794	-0.382028829	-0.116464301	-0.086236383	0.04180507	-0.248000429	-0.023352066	-0.449125479	-0.388522763	-0.684563461	0.165153502	-0.218444073	0.47713067	0.287908487	0.035667852	-0.460487492	-0.405416736	0.158076356	-0.166857928	-0.725662222	-0.613482274	-0.453255835	-0.440710074
ANP32B	-0.030820102	-0.014053338	-0.127316227	-0.083871659	-0.69460863	-0.277105594	0.578825766	-0.028142352	-0.075258931	0.101025586	-0.267866014	0.317127038	-0.226260655	-0.380345611	0.327159278	-0.105026254	0.757558545	0.019793564	-0.086046731	-0.234317672	0.191802448	-0.128542565	-0.107128765	0.003812329	-0.20385864	-0.424173802	-0.079471594
ANP32E	0.428482876	-0.417015927	0.164315249	-0.830312695	0.018720666	-0.50414719	1.055295628	-0.016966439	-0.453946337	0.856720783	-0.149886444	1.391312816	-0.17127748	0.338687217	-0.075733198	-0.073948961	-0.626911694	0.14742497	-0.183236838	0.377302429	0.960312441	-1.199765062	-0.173066265	0.456602266	1.153836121	0.470952547	-0.144567003
ANPEP	2.616717496	-0.206555796	-0.034930807	-0.687018	-0.722330115	-0.420908906	-0.518504124	1.022273951	-0.080193508	-0.268436689	-0.3980215	0.764090664	0.510720865	0.398324991	-0.057637701	0.591772616	1.260650381	-0.186705973	0.937934959	-0.069960678	-0.070768482	-0.38246786	1.399337393	-0.176579106	-0.596095432	0.901573387	-0.220426985
ANTXR1	-0.633151932	-0.383599629	1.111836722	-0.700966579	-0.64960233	-0.910091158	0.179914461	0.189600786	0.224710945	1.191285234	0.327947722	-0.39058585	-0.041617921	1.561005488	0.335844556	0.231903323	-0.898523186	-0.03799003	-0.085781986	-0.021084606	0.169087933	0.41825109	-0.183621391	-0.236781378	-0.367598149	-0.397604894	0.429911541
ANXA1	0.249388343	-0.06278289	-0.258201175	0.629997091	0.127550785	0.134279097	-0.954464371	0.652588992	-0.19430561	0.350285484	-0.054900394	0.669166891	0.624741205	1.005689913	-0.368664801	0.574562766	-1.903577504	0.149752874	0.006905958	0.682877313	0.366451578	-0.499531295	0.654891447	0.90254608	0.666319558	0.161490539	-0.13277118
ANXA11	0.567674591	0.085838946	0.329156448	0.030198604	-0.014125688	0.385715626	-0.255220256	0.389347142	-0.060213392	0.615578362	0.089544434	0.503794693	0.09076949	0.89570324	-0.223965	0.101374983	-0.00963898	0.311842053	0.348353066	0.834737196	0.659200784	0.024038896	0.639865994	-0.039580089	0.619802643	0.173585581	-0.176533393
ANXA2	0.322545117	-0.53217261	0.127862861	0.072592267	-0.356415532	-0.182788521	-1.100351845	0.447976357	-0.183611363	0.549672065	0.01354175	0.646568528	0.173551781	0.599177363	-0.106702051	0.194397799	-1.491661701	-0.084167382	-0.211588866	0.561518362	0.606480722	-0.14069621	0.340994451	-0.38575625	0.40781114	-0.273518257	-0.024653012
ANXA3	-0.117114313	-0.547255154	-0.109953559	-0.251306981	-1.38721587	-1.17030279	0.54161376	0.278489761	-0.47565551	-0.430770851	-1.082592451	0.933840432	1.300680372	-0.851496841	-0.400775087	1.241740339	-0.247918095	-0.919788496	-0.77517922	1.091056776	0.979167217	-0.286197678	-0.301234793	-0.01959335	-0.313167575	-0.725487113	-0.046585443
ANXA4	0.408934136	-0.171605983	0.258301374	0.11506537	-0.204953111	0.408198319	0.090745381	0.596456172	0.182111505	0.608055692	0.154984776	0.869479755	0.212528149	0.882722028	-0.246530856	0.213869229	-0.546352369	0.162191602	-0.093126638	1.001583558	0.805838684	-0.176665994	0.181856943	0.237660813	0.521465766	-0.01527809	-0.10799167
ANXA5	0.56138918	-0.373017523	0.042369217	0.394953597	0.199911316	0.577991355	-0.19225402	0.099907223	-0.046507728	0.995130733	0.323868848	0.836355349	-0.098462287	1.036911562	-0.225288669	-0.093880853	-0.458933889	0.026479727	0.208629824	0.957623984	0.521998788	-0.138971504	0.531093828	0.245695933	0.628992342	-0.179952471	0.341567019
ANXA6	-0.320573978	0.209701019	-0.205318484	0.337003962	0.061265837	0.091421051	-0.652613612	-0.011274699	0.056559965	0.038894754	0.026453502	-0.048397262	0.002921257	0.168494973	0.244160786	-0.074440368	-0.284976822	0.258441463	-0.220081506	0.397236212	0.011450944	0.095303349	0.238498965	0.141280306	0.390808778	-0.173738958	-0.308311426
ANXA7	-0.032072496	-0.190476088	0.109030586	0.136721339	0.032276732	0.140862152	-0.038255012	0.159895116	-0.083261001	-0.242030264	0.308526401	0.092120111	-0.078397978	0.377282889	-0.381882914	-0.122979477	-0.082862229	0.029042241	-0.062739057	0.665397415	-0.315287372	-0.141321727	0.039366621	-0.27873945	-0.155742773	-0.061317759	-0.145096669
ANXA8	-0.281422686	-1.159881372	-0.658098799	-1.173111437	-1.024794411	-0.186489387	0.136739813	0.211942006	-1.14112767	1.126045583	-0.333407704	0.158375825	0.302904073	-0.607149587	1.03318655	0.460057455	-0.97490262	-1.376641918	-0.859680258	-0.255240081	1.82854092	-0.430013156	-0.105042585	1.733258174	0.129452203	1.734948622	0.711926168
ANXA9	0.15921136	-0.767534697	1.639779054	-0.80640833	-0.677747589	-0.488147349	-0.081366101	0.023200123	-0.428415954	0.505300553	-0.92595195	1.311934942	-1.506860088	0.085119355	-0.093974674	-0.708960215	0.687388722	0.357894585	0.079871712	1.287984522	-0.531902439	0.104349625	0.125246261	-0.905641181	1.066811213	-0.554180236	-0.351085105
AOC3	0.410848002	-0.607894789	0.716313363	1.63078662	0.373710486	0.68358073	-0.852422814	1.06353345	0.110242365	0.408847294	0.620019454	-0.35655525	-0.975195192	-0.512681304	-0.670770539	-1.117904697	-1.339783781	1.025735501	1.322219836	0.116226671	-0.587385206	-0.363405062	1.769306789	-0.816292798	0.899620543	-0.156789413	0.293040593
AOX1	-1.231318921	-0.651451665	-0.590468712	0.79110402	0.874260018	0.195179686	-0.152986024	1.232459242	-0.056688943	-1.079358486	-0.011074808	0.523346186	-0.379330314	-0.272878959	-0.29446151	-0.139303399	-0.488149525	0.596989703	0.217387831	0.720933405	0.195785838	-0.484893545	1.209535362	-0.642507865	0.930701528	0.398036983	0.328875734
AP1AR	NA	0.248483153	0.778990378	-0.221565101	-0.186221396	-0.462939459	0.051033814	-0.119718211	-0.619924716	NA	-0.014954173	NA	-0.220224355	-0.159648065	0.206407898	0.21238362	0.048297891	0.008133456	0.085386118	-0.627962026	-0.813090163	-0.001190077	0.403273937	0.594847095	-0.537131216	-0.077022131	NA
AP1B1	0.26646253	-0.032567053	0.080875344	0.095811964	-0.074267115	0.13150741	-0.05239576	-0.005048471	0.188201928	0.591168416	0.180900638	0.272085309	0.228031024	0.424333193	0.11694526	0.196736578	-0.014605035	0.00715004	-0.049701596	0.105901251	0.260664583	0.19031054	0.0972026	0.140180461	0.320798984	0.259201383	0.075518952
AP1G1	-0.109173084	0.015863125	0.160617781	-0.100626612	-0.088046055	0.003659678	-0.025996471	-0.285813098	0.440474003	0.905804006	-0.052581688	0.357275265	0.191573087	0.204864999	0.123153734	0.10004479	0.251682613	0.081182661	-0.326273343	-0.205778345	0.097151548	0.319998959	-0.1988423	0.144863007	0.373128892	0.214484184	-0.116252251
AP1G2	0.560898627	0.385380206	0.290646506	-0.05014127	-0.519059697	-0.259201727	-0.852353815	-0.193903716	-0.32000853	0.810055055	0.387969868	0.473528502	-0.124684324	0.452639669	0.29341349	-0.206263248	-0.502009234	-0.419015743	0.044761118	0.57884907	-0.331811473	0.121721465	0.178555578	-0.623606934	0.67991897	-0.601853818	0.044777539
AP1M1	0.07810257	0.147132525	-0.082880798	-0.187219334	-0.37112703	-0.527564703	-0.228137984	-0.270187379	-0.000839712	0.024671225	0.035125424	0.336647095	0.424027957	0.317570751	0.010697138	0.394341187	-0.150214831	0.053273982	-0.137826465	0.132796867	0.22786412	0.165710636	0.059314185	0.283166124	-0.058486322	0.198613314	0.146021991
AP1M2	0.17908796	0.286432719	0.294929988	-0.421419715	-0.430696365	-0.19815597	0.007606442	-0.300711167	0.422477461	0.618422374	0.199846068	0.455352837	0.072842424	0.273843042	0.177384095	-0.014186079	0.523620806	-0.24156727	-0.347389303	0.273557716	-0.328988692	0.391520412	-0.012853901	-0.261351249	-0.012782346	-0.061165286	-0.212868098
AP1S1	0.235131758	0.127385893	0.191907573	-0.305882204	-0.196643367	-0.41577539	-0.276764538	-0.052636687	0.36314034	0.898252763	0.232342358	0.529891936	0.019941321	0.494434013	0.07429973	0.362485892	0.257012109	-0.530893423	-0.388878473	0.667735559	0.040388173	0.643649393	0.168619837	-0.037396739	0.5794522	0.113410831	0.253187163
AP1S2	0.32241894	-0.12379423	-0.054746551	-0.080567369	-0.01764892	-0.088288163	0.003258355	0.056502393	0.046861276	0.942930819	-0.021984333	1.313581095	0.009747939	0.985874476	-0.273643747	0.064649989	-0.258913431	0.686372943	0.053489854	0.816539701	0.492148767	0.152084953	0.286189661	0.146871487	0.76861008	0.720972208	0.002833049
AP1S3	0.723930808	-0.543969117	0.156897304	-0.630895591	-0.91682981	-0.907324153	-0.730002211	-0.370880253	0.323458736	1.408268225	-0.194018033	1.149262813	0.109801079	0.705810967	-0.018289506	-0.113105687	-0.974317018	-0.810211294	-0.392451412	0.466941333	0.084193978	-0.476231344	-0.269331371	-0.306894808	0.898707466	0.003253054	-0.441195792
AP2A1	0.126258339	-0.076990711	0.034263669	-0.015041894	-0.15875116	0.035966662	-0.233609475	-0.079271318	-0.039927434	0.591197831	0.141415519	0.371728859	0.175371018	0.195161017	0.046790566	0.156003798	-0.201426252	0.18169068	-0.096060511	0.067151256	0.166676081	0.078978548	-0.001990559	0.138623251	0.138376055	-0.009752518	0.28655408
AP2A2	0.421824504	-0.152242438	-0.022344021	0.061332065	-0.065581073	0.20299229	-0.216936939	0.071072697	-0.046160368	0.804193304	-0.033459994	0.780945161	0.331032302	0.506069227	0.057484254	0.174741186	-0.212821853	0.018892023	0.060391672	0.543203254	0.147770917	-0.032777008	0.094297894	0.096580249	0.314163522	0.088940161	0.152761937
AP2B1	0.326045526	0.012824492	0.024584107	0.011762651	-0.056241517	0.272158564	-0.29208473	0.134673145	0.032185852	0.523405083	0.182885072	0.378367262	0.152218146	0.34477854	0.21565434	0.106006216	0.076932239	-0.011973375	0.02108955	0.17310354	0.162513592	0.092670546	0.149086913	0.122631476	0.374922639	-0.044871186	0.265954422
AP2M1	0.056812387	-0.05629775	0.052964566	-0.181882561	-0.298138936	-0.131290593	-0.315862081	0.124570788	-0.187488067	0.267438823	0.145701342	0.232363265	0.257804831	0.217602335	0.17158745	0.189755696	-0.049073481	0.192850528	0.180908404	-0.004749527	0.164058497	0.067694989	0.278483567	0.176210587	-0.319802914	0.134391239	0.186499884
AP2S1	0.207945179	-0.161319869	-0.054168977	-0.491937079	-0.341477916	-0.403033038	-0.420037189	0.097799994	-0.069679976	0.093328557	0.036900589	0.422168394	0.294906364	0.293165649	0.034738903	0.219080114	-0.203252547	0.230891066	-0.152766395	-0.093146677	0.005832695	0.194743134	0.133746128	0.042564359	0.02412758	-0.104522273	0.121141197
AP3B1	-0.459275869	0.083372551	-0.069933319	-0.053040064	-0.21231716	-0.132150675	-0.345030736	-0.097534755	0.141393791	-0.177142539	0.23722781	-0.123439232	-0.087293523	-0.070122567	0.218929943	-0.093711862	-0.144221095	-0.120639751	-0.042788312	-0.04292768	-0.294998869	0.179296845	0.073975279	-0.047518183	-0.163861984	-0.079134611	-0.002222232
AP3B2	-0.459310878	0.191869795	0.007241688	-0.187719425	-0.217217806	-0.316301381	-0.185832958	0.451281381	0.137308182	-0.346462625	0.362441051	-0.22522354	-0.087475425	0.249662534	0.434132366	-0.142617437	0.121530244	-0.211865218	-0.008768668	-0.388378752	-0.692331596	0.455395574	0.122159432	0.092474588	-0.495000378	0.13178157	0.265255329
AP3D1	-0.170508246	-0.222267813	-0.394635297	-0.250150158	-0.350660286	-0.312752014	-0.296671015	-0.092035468	0.176174194	0.237140919	0.121732943	0.280894799	-0.170203796	-0.108488571	0.343283329	-0.150525687	-0.130351925	-0.061159548	-0.202294775	0.231826411	-0.059479643	0.218112055	-0.005642814	0.006713612	-0.044461327	-0.0137345	-0.048189322
AP3M1	0.346018607	0.01143255	-0.081754268	0.14148085	-0.210234398	-0.249215044	-0.423598008	0.073442358	0.257260194	1.14084312	0.138543354	1.098179951	0.056667034	0.74104814	0.126697868	-0.020043979	-0.219080858	-0.156875729	-0.064366985	0.977694047	0.330335577	-0.030011509	0.213772202	0.044091349	0.886703832	0.133993452	-0.132386202
AP3M2	0.287979996	-0.241531423	-0.324012198	-0.026763105	0.05546303	0.401640949	-0.613059819	0.145917181	-0.09973964	0.963715972	0.138563994	0.596386493	-0.532928846	0.062883887	0.235430659	-0.254223899	-0.170517962	-0.350782069	-0.020781124	0.655421321	0.20194827	0.346870317	0.107566786	0.11221279	0.757883944	0.02859534	0.230431613
AP3S1	-0.490872266	0.188296864	-0.443734251	-0.178409837	-0.415591298	-0.263843269	-0.169651849	-0.110597908	0.350234041	-0.276039959	0.23027108	-0.07942128	0.02241637	-0.487136089	-0.095515708	-0.142914543	-0.076339954	-0.052718401	-0.249500029	0.010439724	-0.417194523	-0.538139008	-0.15244631	0.007692122	-0.597830936	0.236774081	0.002954725
AP3S2	-0.20307962	-0.450601096	-0.050562234	-0.799686889	-1.09963073	-0.533835161	-0.90143925	-0.275524726	0.154777958	-0.206016688	-1.056571166	-0.076581475	0.003268491	-0.060771375	0.803959601	-0.115118327	0.217593024	-0.091601676	0.602435192	-0.922741468	-0.731272449	1.135937958	0.306730979	0.226047595	-0.607838584	-0.74928484	0.190976897
AP4B1	0.161248137	0.09964664	-0.22848293	-0.161298691	-0.073709457	0.038433458	-0.304830365	0.037888842	-0.299578222	-0.2768188	0.106946588	-0.151124438	-0.19051853	-0.252047514	-0.271666522	0.065392396	0.215950808	-0.191198715	-0.111870583	-1.424266968	0.079120389	0.272336692	0.088374307	0.049188271	0.723300825	0.169697155	0.103381006
AP4E1	0.088951994	-0.050152142	-0.229566381	-0.280666496	-1.029997735	-0.919186328	-0.771666381	0.087742491	0.038255974	1.592201314	0.03287021	-0.464489121	0.170091241	0.647027314	-0.031644979	0.087583392	-0.335463793	0.190323409	0.063376789	-0.054144163	0.068931532	0.265318318	0.172738161	0.027137714	-0.508143418	-0.11583724	0.428966668
AP4M1	-0.825819548	0.105193208	-0.06205616	-0.786848137	-0.860271273	-0.785352865	-0.152903588	0.160273673	0.190945908	0.582547568	0.362454198	0.555855431	0.256203464	-0.660412887	-0.266059767	-0.090521435	0.009417574	0.167025227	-0.018486696	-0.543388594	0.624510393	0.100610973	0.316698488	-0.064821308	-0.018145867	-0.099581144	-0.03325173
AP4S1	0.586829191	-0.225221783	0.123119854	-0.137592341	-0.006957888	0.429134175	-0.345883601	0.000201927	0.23605657	1.079820706	0.169785057	-1.418577304	-0.025257125	0.96168659	0.65138097	-0.107648617	-0.397469536	0.347153908	-0.249655153	1.1809705	0.770465136	-0.7589058	0.248359724	-0.024026507	0.362024137	0.243991156	0.361409667
AP5B1	0.560872557	0.103426526	-0.080808433	-0.368100827	-0.201558324	-0.439647291	-0.386302512	0.114833192	-0.414047914	0.30491832	-0.014780649	1.057316875	0.134617689	0.848281235	-0.798111955	0.062868258	0.0149472	-0.022646785	-0.129287229	1.00858	0.734725289	-0.103698853	0.3506055	0.428590051	1.100855188	0.182373475	0.360384795
AP5M1	0.101021254	-0.050445596	0.206383313	0.525422089	-0.084701514	0.0235899	-0.08286975	0.267598298	0.225871381	1.371555925	0.435265735	1.041235271	-0.401929686	0.861190973	0.061009415	-0.179245667	-0.029158548	-0.054029463	0.269837519	1.301202144	0.474549234	0.065725668	0.237084745	-0.070646996	1.295442262	0.178270056	0.303676936
AP5S1	0.448817046	0.200045032	-0.182778783	0.036505874	-0.322700512	-0.340430448	-0.367772727	-0.073595651	-0.121434509	0.081397551	0.070083781	-0.043643448	0.00214713	-0.776548619	0.29640364	-0.232500284	-0.117003332	0.158797328	-0.042251171	0.859392259	0.1395726	-0.044806086	-0.264124496	-0.339140538	-0.292458424	0.062441048	-0.320443728
AP5Z1	0.142377465	-0.064270593	-0.047324114	0.188848485	-0.231814665	0.007259377	-0.413428989	-0.134727564	0.039601754	0.843285398	0.079628968	-0.525374266	0.07818587	-0.334648868	-0.203664804	0.153903498	-0.116398217	0.097428745	0.009308172	-0.274680708	0.398875478	0.230878322	-0.089596663	0.370400069	0.470841543	-0.020805862	0.145055072
APAF1	0.064497757	0.237532301	-0.083248344	0.222871263	0.119180353	0.349527315	0.107841316	0.054183406	-0.008595989	-0.309509776	-0.075226892	0.105813464	0.320953495	0.262365218	-0.258216136	0.391866372	0.151258266	0.328080149	0.075931317	-0.00347304	0.042471494	-0.077595365	0.045520928	0.246643818	0.118789259	0.22854532	0.035740677
APBA1	-1.922118635	0.22798413	0.065020432	-0.092064277	-0.517428278	-0.215408958	1.147274722	0.09216798	-0.162470176	NA	-0.441471548	0.313112375	-0.050647656	-0.292680692	-0.024252646	-0.008727638	-0.337169706	-0.727991505	0.208942906	-0.24890139	-0.813991755	0.395500514	0.333256304	0.205595131	-0.176685142	0.604877688	-0.179598893
APBA2	0.520388492	0.043840374	-0.272687341	-0.305739488	0.592519898	-0.539562245	0.536175894	0.451071618	0.20776756	NA	-0.190693302	-0.247526826	0.237183527	0.120512533	-0.347507659	-0.113890765	-0.764684998	-0.108398729	-0.007310824	0.59152082	1.404093195	-0.222610439	-0.174899779	-0.402871529	0.927533823	0.479234584	0.026767387
APBA3	0.767909762	-0.098843894	-0.220473376	0.21614626	0.106034061	0.212524062	-0.303427626	0.145505501	-0.100935879	0.339221784	-0.349536036	-0.197075284	0.343586859	0.116226682	-0.249343458	0.269481638	-0.331723214	0.304537372	-0.102936356	0.886615809	-0.369099783	-0.056375237	-0.113733895	0.300124754	-0.305282524	0.059199983	0.603937618
APBB1	0.488129638	-0.09780976	0.011480606	-0.22593423	0.169114661	-0.076929514	0.241731427	0.272847602	0.280968224	-0.883847898	0.060247042	0.293877728	-0.117340923	0.346181861	0.418642743	-0.015060683	-0.005104521	-0.185155338	0.030037239	0.618958558	-0.081914802	-0.112136974	-0.024415396	-0.189749731	0.162354086	0.174041315	0.103716837
APBB1IP	-0.555073761	0.359861867	0.126902587	0.509667802	0.241340508	0.342612438	-0.258351491	0.114656171	-0.135885434	0.243443396	-0.159713996	-0.835057349	0.353925847	0.138414365	-0.364764283	0.277668956	-0.366779288	0.716342543	0.640095646	-0.012262268	0.669127854	0.106317562	0.166495554	0.533360671	0.659341555	0.331917826	-0.173769686
APBB2	-0.367676476	0.744331562	-0.046229124	0.04403227	-0.260451056	0.506917162	-0.328338785	0.260127819	0.185798162	-0.271914845	0.234577142	-0.214546815	0.046463226	0.227379239	0.282773003	-0.016726215	0.153793298	-0.245369288	0.248434255	-0.122206622	-0.138049984	-0.213464606	-0.08772174	-0.396790661	-0.627260605	-0.267367685	0.270080977
APC	-1.355956642	0.320749957	0.020793716	0.141988626	0.356133552	0.09517396	-0.157701537	0.036153386	0.075060072	0.266751794	0.036629838	-1.201072639	0.020410071	-1.630897095	0.285220175	0.009572418	0.224305663	-0.122691831	-0.105535826	-0.102462096	-0.601968519	-0.103806114	0.462023997	-0.556510516	-0.842751132	-0.167855867	-0.066870605
APCS	2.345367309	-0.414262542	-0.397313242	0.421582883	0.360106165	1.417023409	-0.658212812	1.286899729	0.385624888	-0.001721125	0.597882747	0.575801698	-0.112843073	2.551142445	0.013766144	-0.239655512	-1.889605832	0.646239982	1.011022635	1.337484634	0.528978017	-0.109468641	0.972400647	-0.664878038	1.292514081	-0.446008911	-0.076501703
APEH	0.029576146	0.389865571	0.997470684	0.414971439	0.32740251	0.959016801	-0.2153994	0.067940258	0.837069069	-0.040805136	0.280515301	0.500588977	-0.106383283	0.907357228	0.326882972	-0.153720561	0.61910372	0.092272728	0.814288067	0.518041318	0.261850538	-0.05883477	0.678852937	0.301279747	0.58933442	0.024042245	-0.187462625
APEX1	-0.13033838	0.044470569	-0.024690846	-0.047238171	0.45519614	-0.006838302	0.402887623	-0.208542585	-0.136351437	0.224549019	-0.082691508	-0.201726467	-0.200075088	-0.034442551	0.35515071	-0.207654026	0.637023838	-0.104267979	-0.086108511	-0.090441876	-0.3817328	-0.439056553	-0.237998569	-0.58792622	-0.065518189	-0.503874148	-0.098947631
API5	0.25053812	-0.087767076	-0.060928956	-0.318454081	-0.279497143	-0.128399436	0.33634923	-0.199814413	0.080016627	0.603547919	-0.072499808	-0.061169316	-0.086248055	-0.088265839	0.100810791	-0.063526193	0.335962	-0.048595653	0.07663609	0.278730655	0.285212777	-0.119396344	-0.260974938	0.176888253	0.581552922	0.305441924	0.408964485
APIP	0.369165531	0.215606736	0.04701814	0.347239353	-0.102105961	0.672449964	-0.150595445	-0.032951414	-0.128236652	-0.19284915	-0.090420168	0.085039523	-0.481136076	0.423947181	-0.380866337	-0.404219309	1.232789635	0.237573699	0.405885535	0.756597146	-0.264869635	-0.125266038	0.044560145	-0.011482129	0.598195103	-0.158789616	-0.045457663
APLP2	-0.458771762	-0.021614348	0.541105874	-0.544725049	-0.238651923	-0.735097389	0.383590687	0.140984315	0.444465123	-0.177148083	-0.38809041	-0.241693341	-0.088294852	-0.247381405	0.270089962	0.063086006	-0.396292987	-0.30215716	-0.134732868	0.288374897	-0.16186512	0.173840091	-0.113914004	0.076295713	-0.319815419	0.342092333	0.096304751
APMAP	0.646989671	-0.241642413	0.365819778	0.258390338	0.211562166	-0.28043357	0.655220151	0.168415393	-0.140907242	0.170701281	-0.420303219	0.042809708	0.055509655	0.266057696	0.212118091	-0.024309114	0.253758887	0.288700085	-0.240364239	0.061506063	-0.597701194	-0.382489442	-0.247596566	-0.129142282	0.359835209	-0.131536652	-0.259212475
APOA1	1.218582643	0.217138956	-0.375166732	0.454591179	0.395460196	0.399957953	-0.985517071	1.722551135	0.141669264	-0.846632344	-0.29823252	0.282416255	0.023525514	1.264851728	-0.667601087	-0.021565756	-1.904790806	-0.078235222	-0.076659818	0.831165936	-0.227825787	-0.01046473	1.360278545	-0.178257259	-0.196842572	-0.18372905	-0.055459458
APOA2	0.679998442	0.106953959	-0.08887762	0.430740728	0.783082964	0.770382948	-1.198743691	1.932799927	-0.213648536	-0.940700319	-0.408173077	0.491986319	0.1970434	0.622883286	-0.691201076	0.183009275	-1.845741717	-0.514328142	0.372258004	0.760650525	0.086321852	0.031707012	1.655924988	-0.076670076	-0.312426989	-0.405015309	-0.214549453
