"","Protein","Label","log2FC","SE","Tvalue","DF","pvalue","adj.pvalue","issue","MissingPercentage","ImputationPercentage"
"166","CILP2_HUMAN","AR_vs_STA",-1.60389781923214,0.620508086660156,-2.58481372557933,9,0.0294630528424253,0.194951788901282,NA,0.639784946236559,0.408602150537634
"167","CK054_HUMAN","AR_vs_STA",-0.519659734159449,0.497856292946829,-1.04379464821779,7,0.331281086514411,0.544192596872861,NA,0.6875,0.25
"168","CLC4G_HUMAN","AR_vs_STA",-1.78644405471546,0.542326198176744,-3.29403975083878,8,0.0109558055118097,0.16056971068777,NA,0.486111111111111,0.319444444444444
"169","CLC7A_HUMAN","AR_vs_STA",Inf,NA,NA,NA,NA,0,"oneConditionMissing",0.833333333333333,0
"170","CLC9A_HUMAN","AR_vs_STA",Inf,NA,NA,NA,NA,0,"oneConditionMissing",0.944444444444444,0
"171","CLC14_HUMAN","AR_vs_STA",-1.44485097384478,0.510782812042363,-2.82869928231835,8,0.0221946038933591,0.183021957307724,NA,0.730769230769231,0.371794871794872
"172","CLIC1_HUMAN","AR_vs_STA",1.82872289296632,0.18414333720882,9.93097507998642,2,0.0099878391518966,0.159547603406662,NA,0.944444444444444,0
"173","CLM1_HUMAN","AR_vs_STA",-0.0575532551914226,0.454108697275847,-0.126738940559119,6,0.903287622688049,0.955489989034916,NA,0.8125,0.145833333333333
"174","CLM2_HUMAN","AR_vs_STA",-2.13277706788569,0.587165289501146,-3.6323282489973,8,0.00666253336411726,0.153771026617764,NA,0.541666666666667,0.375
"175","CLM8_HUMAN","AR_vs_STA",-1.94414545408148,0.663835094939601,-2.92865723566238,9,0.016793642812712,0.177461180767166,NA,0.611111111111111,0.222222222222222
"176","CLM9_HUMAN","AR_vs_STA",-2.13102217556206,0.697419935648109,-3.05557966819763,10,0.0121356398240309,0.16056971068777,NA,0.333333333333333,0.333333333333333
"177","CLMP_HUMAN","AR_vs_STA",-0.166343536591664,0.757148954760261,-0.21969724127049,3,0.840206963050486,0.923705791676621,NA,0.895833333333333,0.0520833333333333
"178","CLN5_HUMAN","AR_vs_STA",Inf,NA,NA,NA,NA,0,"oneConditionMissing",0.833333333333333,0
"179","CLUS_HUMAN","AR_vs_STA",-0.455635349590055,0.578241786315226,-0.787966833897521,10,0.448990862022218,0.643087317900251,NA,0.507246376811594,0.420289855072464
"180","CMGA_HUMAN","AR_vs_STA",0.708215264343578,0.487092529967893,1.45396453604053,5,0.205700663216542,0.439988125550791,NA,0.952380952380952,0.0773809523809524
"181","CNDP2_HUMAN","AR_vs_STA",-0.419609571615841,0.551932012531968,-0.760255904872953,4,0.489447009298829,0.683488131328543,NA,0.901515151515151,0.0833333333333333
"182","CNTFR_HUMAN","AR_vs_STA",-0.00723341071775664,0.95723214746909,-0.00755658983756625,6,0.994215755067899,0.994215755067899,NA,0.916666666666667,0.05
"183","CNTN1_HUMAN","AR_vs_STA",-0.906190945174243,0.783004617330975,-1.15732516145712,6,0.29112687128867,0.507751947444019,NA,0.766666666666667,0.233333333333333
"184","CO1A1_HUMAN","AR_vs_STA",-0.373678138900226,0.873755867748179,-0.427668817679314,9,0.678943061728123,0.821695192655574,NA,0.884057971014493,0.16304347826087
"185","CO1A2_HUMAN","AR_vs_STA",-0.715694705597014,1.22023374500673,-0.586522630213823,9,0.571939903825391,0.745733797252996,NA,0.787878787878788,0.204545454545455
"186","CO2_HUMAN","AR_vs_STA",-0.484668160658984,0.426291680928967,-1.13694022741144,10,0.282073154634962,0.502466060526643,NA,0.680555555555556,0.347222222222222
"187","CO2A1_HUMAN","AR_vs_STA",0.664036520965656,1.98030438589379,0.335320431392142,2,0.769289241825317,0.87989787271781,NA,0.916666666666667,0.05
"188","CO3_HUMAN","AR_vs_STA",0.81761823608708,0.498649850288275,1.63966405607944,10,0.132111698735146,0.359750318094168,NA,0.810457516339869,0.274509803921569
"189","CO4A2_HUMAN","AR_vs_STA",-0.721620898367396,0.508749053416251,-1.41842209537631,8,0.193826271946646,0.43153773754159,NA,0.708333333333333,0.125
"190","CO5A1_HUMAN","AR_vs_STA",0.592560975198065,0.993638876000991,0.596354459864626,2,0.61144711622834,0.781416170197951,NA,0.944444444444444,0
"191","CO5A3_HUMAN","AR_vs_STA",-0.642272892565142,0.380524584035507,-1.68786175587859,5,0.152240574537792,0.385053658956876,NA,0.821428571428571,0.154761904761905
"192","CO6_HUMAN","AR_vs_STA",-0.260367317521423,0.548012008320497,-0.475112431056713,10,0.644913579121905,0.801050550909314,NA,0.809027777777778,0.350694444444444
"193","CO6A1_HUMAN","AR_vs_STA",-2.66005348661932,0.870585424781735,-3.05547670670712,10,0.0121377715319948,0.16056971068777,NA,0.664351851851852,0.400462962962963
"194","CO6A3_HUMAN","AR_vs_STA",-0.909844755557408,0.517857899753788,-1.75693902900774,9,0.112804804459612,0.331366427486669,NA,0.854938271604938,0.194444444444444
"195","CO7_HUMAN;CON__Q29RQ1","AR_vs_STA",-0.506762692729269,0.327844467897359,-1.54574117409822,9,0.156568209999926,0.391641459994391,NA,0.695402298850575,0.169540229885057
"196","CO8A_HUMAN","AR_vs_STA",0.433676435153524,0.613050691748093,0.707407137763616,4,0.518350728602733,0.711521873871465,NA,0.869047619047619,0.154761904761905
"197","CO8B_HUMAN","AR_vs_STA",1.11706862134573,0.846633795093714,1.31942361363224,4,0.257482044793201,0.486506818023597,NA,0.866666666666667,0.0666666666666667
"198","CO8G_HUMAN","AR_vs_STA",Inf,NA,NA,NA,NA,0,"oneConditionMissing",0.958333333333333,0
"199","CO9_HUMAN;CON__Q3MHN2","AR_vs_STA",0.830358131561034,0.302333616421518,2.74649620968161,9,0.0226060203264145,0.183021957307724,NA,0.820175438596491,0.302631578947368
"200","COCA1_HUMAN","AR_vs_STA",-0.293016600354228,0.804788346972078,-0.364091504874131,7,0.726538688746111,0.853050400716827,NA,0.876190476190476,0.0904761904761905
"201","COCH_HUMAN","AR_vs_STA",0.441436291076583,0.426308051129935,1.03548663907836,8,0.330725267798256,0.544192596872861,NA,0.704545454545455,0.234848484848485
"202","COEA1_HUMAN","AR_vs_STA",-0.876854329812197,0.620476051037116,-1.41319609088304,4,0.230476727825875,0.468900929025056,NA,0.916666666666667,0.0416666666666667
"203","COF1_HUMAN;COF2_HUMAN","AR_vs_STA",0.0984357286202358,0.282111024252185,0.34892549442606,7,0.737405190531006,0.85831375843442,NA,0.833333333333333,0.179487179487179
"204","COFA1_HUMAN","AR_vs_STA",-2.29280426250629,0.793712753174447,-2.88870785222517,7,0.0233592976583861,0.183021957307724,NA,0.75,0.0833333333333333
"205","COIA1_HUMAN","AR_vs_STA",-1.98509981876681,0.72968749211837,-2.72047943840153,8,0.0262292559445809,0.185703132087633,NA,0.817708333333333,0.130208333333333
"206","COL12_HUMAN","AR_vs_STA",-0.816191601153724,0.53120823222536,-1.53648146176971,7,0.168301433668723,0.404752344302292,NA,0.765432098765432,0.209876543209877
"207","COL_HUMAN","AR_vs_STA",0.226037470316872,0.745027285936913,0.303394888460518,5,0.773807386634156,0.88079683237457,NA,0.854166666666667,0
"208","COMP_HUMAN","AR_vs_STA",0.193940312350911,1.19837689079304,0.161835824639917,8,0.875447837233252,0.940541834235421,NA,0.816666666666667,0.15
"209","Contaminant_TRYP_BOVIN","AR_vs_STA",-1.09430669835691,0.592994487943571,-1.8453910122366,10,0.0947581996690312,0.304949115298519,NA,0.541666666666667,0.333333333333333
"210","COSA1_HUMAN","AR_vs_STA",-0.178353673713897,0.643923986163405,-0.276979391273424,8,0.788818028206299,0.895005070464839,NA,0.5625,0.1875
"211","COTL1_HUMAN","AR_vs_STA",2.19868042655146,1.05983988486043,2.0745401809831,5,0.0927029784629489,0.304949115298519,NA,0.961111111111111,0
"212","CP089_HUMAN","AR_vs_STA",-0.585333671688619,0.892531106839302,-0.655813189258408,3,0.558752038840462,0.737566569506114,NA,0.85,0.1
"213","CPN2_HUMAN","AR_vs_STA",-1.1092848497016,0.476179218853359,-2.32955325596266,9,0.0447798725472019,0.223268660305767,NA,0.645833333333333,0.333333333333333
"214","CPVL_HUMAN","AR_vs_STA",-0.490255470316413,0.566480728740182,-0.865440685699425,6,0.420049537038822,0.623295359788373,NA,0.734848484848485,0.159090909090909
"215","CREG1_HUMAN","AR_vs_STA",-0.851698042403115,0.521223586324404,-1.63403588162456,5,0.163179238739886,0.398382417337378,NA,0.416666666666667,0
"216","CRIS3_HUMAN;CRIS2_HUMAN","AR_vs_STA",-1.75970702233501,0.882560156946674,-1.99386637668183,8,0.0812848517976019,0.293620791187256,NA,0.701388888888889,0.326388888888889
"217","CRNN_HUMAN","AR_vs_STA",-2.29239164173953,1.206673297118,-1.899761639886,5,0.115898750043852,0.336296373078061,NA,0.813218390804598,0.155172413793103
"218","CRYAB_HUMAN","AR_vs_STA",-0.624160151549741,0.469416693276832,-1.32965052263629,3,0.275694574691119,0.49793816041151,NA,0.75,0.166666666666667
"219","CS010_HUMAN","AR_vs_STA",0.71954860397394,0.41474269822003,1.73492772039643,4,0.157770780338798,0.391641459994391,NA,0.888888888888889,0.111111111111111
"220","CSF1_HUMAN","AR_vs_STA",-1.17418811619619,0.407186709666545,-2.88366021857089,9,0.0180699310783199,0.178821178631974,NA,0.489583333333333,0.291666666666667
"221","CSPG2_HUMAN","AR_vs_STA",Inf,NA,NA,NA,NA,0,"oneConditionMissing",0.976190476190476,0
"222","CSPG4_HUMAN","AR_vs_STA",-2.06305603164145,0.596115187266065,-3.46083454290628,10,0.00611420315935951,0.149270890925053,NA,0.588541666666667,0.338541666666667
"223","CSTN1_HUMAN","AR_vs_STA",-0.0414706920536594,0.652314277484858,-0.0635747115846657,3,0.953307823431943,0.974185518368753,NA,0.708333333333333,0.125
"224","CTGF_HUMAN","AR_vs_STA",-0.592667839989278,0.619976154172005,-0.955952637857181,8,0.367087434122991,0.584040232267589,NA,0.821428571428571,0.178571428571429
"225","CTHR1_HUMAN","AR_vs_STA",-0.20530539019471,NA,NA,0,NA,NA,NA,0.944444444444444,0
"226","CTNA1_HUMAN","AR_vs_STA",Inf,NA,NA,NA,NA,0,"oneConditionMissing",0.9375,0
"227","CUBN_HUMAN","AR_vs_STA",-2.16767141401265,0.731592947924782,-2.96294738783556,9,0.0158832967434324,0.170384455975002,NA,0.673007246376812,0.340579710144928
"228","CUTA_HUMAN","AR_vs_STA",-0.8073852951075,0.624693061825529,-1.29245119634928,8,0.232279378196572,0.46986799932335,NA,0.604166666666667,0.229166666666667
"229","CXL16_HUMAN","AR_vs_STA",0.403414429427618,0.529385340362299,0.762043068951495,2,0.525637941062435,0.715676273600392,NA,0.833333333333333,0
"230","CYC_HUMAN","AR_vs_STA",1.52071697261172,0.941288263411614,1.61556988621108,2,0.247559479390422,0.478885550296225,NA,0.666666666666667,0
"231","CYTA_HUMAN","AR_vs_STA",Inf,NA,NA,NA,NA,0,"oneConditionMissing",0.8125,0.0625
"232","CYTC_HUMAN","AR_vs_STA",-0.752414138986757,0.581691529135913,-1.29349337458025,10,0.224919610489237,0.462777353996538,NA,0.726190476190476,0.392857142857143
"233","CYTM_HUMAN","AR_vs_STA",-1.67374880607933,0.887591029641732,-1.88572073193994,10,0.088684755605299,0.304949115298519,NA,0.653333333333333,0.293333333333333
"234","CYTN_HUMAN","AR_vs_STA",0.456492167111124,0.847475577623182,0.538649347738604,2,0.644061614389471,0.801050550909314,NA,0.888888888888889,0.111111111111111
"235","CYTS_HUMAN","AR_vs_STA",-0.293455544225751,0.438202300296404,-0.669680519767366,6,0.527976981646248,0.717481195787992,NA,0.888888888888889,0.185185185185185
"236","DAF_HUMAN","AR_vs_STA",-1.47879575384627,0.762645937595952,-1.93903314886565,9,0.0844402197645442,0.298356844685888,NA,0.67948717948718,0.290598290598291
"237","DAG1_HUMAN","AR_vs_STA",-0.993153244132004,0.84849722112652,-1.17048496966605,5,0.294552391381315,0.512390892132607,NA,0.871212121212121,0.0833333333333333
"238","DCTN4_HUMAN","AR_vs_STA",-1.10904407312574,1.19297909893309,-0.929642500960481,9,0.376817161776922,0.588301792823297,NA,0.0833333333333334,0
"239","DDAH1_HUMAN","AR_vs_STA",-0.61066931887162,0.872212668934705,-0.700138097761724,1,0.61114077553,0.781416170197951,NA,0.875,0
"240","DDAH2_HUMAN","AR_vs_STA",-0.946631487447657,0.556838554843147,-1.70001067493308,8,0.127550808862381,0.351385107683136,NA,0.78030303030303,0.234848484848485
"241","DDR2_HUMAN","AR_vs_STA",-1.59185657283833,0.0870052430659392,-18.2960993699184,1,0.034760795869839,0.206935818599328,NA,0.875,0
"242","DEF3_HUMAN","AR_vs_STA",-0.502979870687115,1.22216040058172,-0.411549801849009,9,0.690297453158899,0.825558440602197,NA,0.765625,0.28125
"243","DEFB1_HUMAN","AR_vs_STA",-1.11180637047445,0.880861846504069,-1.26218018737779,8,0.242435278377561,0.476789380809203,NA,0.404761904761905,0.238095238095238
"244","DERM_HUMAN","AR_vs_STA",-1.91015652478879,0.896068349541469,-2.13170850835904,10,0.0588516293241566,0.254518290922751,NA,0.46969696969697,0.378787878787879
"245","DHAK_HUMAN","AR_vs_STA",0.0412460476999197,0.318090827658534,0.129667516676076,7,0.900476834687273,0.954397603231421,NA,0.25,0
"246","DHPR_HUMAN","AR_vs_STA",0.471475709498219,0.152016823931351,3.10147059585413,3,0.0532344023932745,0.243161012222183,NA,0.75,0.166666666666667
"247","DIAC_HUMAN","AR_vs_STA",-0.585400585988093,0.608172862647148,-0.962556243368151,9,0.360917405051501,0.576816078502174,NA,0.674603174603175,0.242063492063492
"248","DLK1_HUMAN","AR_vs_STA",-0.540152226909928,0.57794262486664,-0.934612197940181,4,0.402898820560142,0.609842527607671,NA,0.883333333333333,0.0833333333333333
"249","DLK2_HUMAN","AR_vs_STA",-1.31306084787593,0.546523223960736,-2.40257099846551,8,0.0430038454447175,0.223268660305767,NA,0.604166666666667,0.4375
"250","DNAS1_HUMAN","AR_vs_STA",-3.42470932363694,0.322747147284584,-10.6111219028597,8,5.44189123274919e-06,0.00192642949639321,NA,0.563725490196078,0.348039215686274
"251","DNER_HUMAN","AR_vs_STA",-0.520472804778106,0.967339440016616,-0.538045677915465,4,0.619086971286824,0.788272221138693,NA,0.5,0
"252","DNS2A_HUMAN","AR_vs_STA",-0.223686457624726,0.350212147103825,-0.638717016170233,6,0.546599468557998,0.728919281574509,NA,0.791666666666667,0.291666666666667
"253","DPEP1_HUMAN","AR_vs_STA",Inf,NA,NA,NA,NA,0,"oneConditionMissing",0.894444444444444,0.0611111111111111
"254","DPP2_HUMAN","AR_vs_STA",0.157215073785376,0.472814289880187,0.33250914185613,9,0.747118660321218,0.865728333072705,NA,0.837962962962963,0.24537037037037
"255","DPP4_HUMAN","AR_vs_STA",0.377126765301481,0.415116855244402,0.908483383743706,7,0.393824606246994,0.602960071025093,NA,0.861111111111111,0.152777777777778
"256","DSC2_HUMAN","AR_vs_STA",-0.554649261364374,0.332945939435044,-1.66588384380216,8,0.134299067120608,0.364305515407627,NA,0.838235294117647,0.205882352941176
"257","DSG1_HUMAN","AR_vs_STA",-0.0174715994290759,0.324332519105241,-0.053869403775101,3,0.960425835905917,0.974185518368753,NA,0.583333333333333,0
"258","DSG3_HUMAN","AR_vs_STA",Inf,NA,NA,NA,NA,0,"oneConditionMissing",0.916666666666667,0
"259","E41L2_HUMAN","AR_vs_STA",-0.063127152360003,0.548876627885741,-0.11501155114432,5,0.91291196383317,0.958356371511917,NA,0.708333333333333,0
"260","ECM1_HUMAN","AR_vs_STA",0.625897054746992,0.789696293985156,0.792579450497912,6,0.458206673731835,0.651426355425982,NA,0.770833333333333,0.270833333333333
"261","ECP_HUMAN","AR_vs_STA",Inf,NA,NA,NA,NA,0,"oneConditionMissing",0.916666666666667,0.0277777777777778
"262","EF1A3_HUMAN;EF1A1_HUMAN;EF1A2_HUMAN","AR_vs_STA",-0.877494202402064,1.05210114383887,-0.834039776062115,3,0.465455867518828,0.657769968469721,NA,0.708333333333333,0.125
"263","EFNA1_HUMAN","AR_vs_STA",-0.766857151355199,0.706395148264406,-1.08559232497469,10,0.303135656246069,0.520071226096211,NA,0.569444444444444,0.569444444444444
"264","EFNB1_HUMAN","AR_vs_STA",-0.313420657129574,0.345023999984716,-0.908402479663611,9,0.387343507833279,0.596172181621655,NA,0.444444444444444,0.259259259259259
"265","EGF_HUMAN","AR_vs_STA",-3.0733135958165,0.825221808700214,-3.72422730884584,10,0.0039476938750167,0.143310673830562,NA,0.566860465116279,0.462209302325581
"266","EGLN_HUMAN","AR_vs_STA",-0.120603426903005,0.306440679938136,-0.393562065347695,4,0.713981492384848,0.843362840523148,NA,0.777777777777778,0.111111111111111
"267","ELAF_HUMAN","AR_vs_STA",-0.857073234431922,1.26536796679883,-0.677331224529239,6,0.523439169665769,0.715235456383539,NA,0.742424242424242,0.227272727272727
"268","ELNE_HUMAN","AR_vs_STA",-1.8859042158514,2.5981418869971,-0.725866522259529,3,0.52042294997367,0.712687521433962,NA,0.841666666666667,0.175
"269","EMIL2_HUMAN","AR_vs_STA",0.025494113179804,NA,NA,0,NA,NA,NA,0.916666666666667,0
"270","ENDD1_HUMAN","AR_vs_STA",-0.724309477802843,0.729494211807753,-0.992892700283307,10,0.344179277059541,0.561305274283001,NA,0.53968253968254,0.349206349206349
"271","ENOA_HUMAN;ENOG_HUMAN;ENOB_HUMAN","AR_vs_STA",-0.643582894590737,0.41262630744384,-1.55972336950021,8,0.157445233917541,0.391641459994391,NA,0.777777777777778,0.308080808080808
"272","ENOPH_HUMAN","AR_vs_STA",-0.646921750837085,NA,NA,0,NA,NA,NA,0.916666666666667,0
"273","EPCAM_HUMAN","AR_vs_STA",Inf,NA,NA,NA,NA,0,"oneConditionMissing",0.888888888888889,0.0555555555555556
"274","EPCR_HUMAN","AR_vs_STA",-1.77908532856804,0.798056540698963,-2.22927228565768,10,0.0499040079936877,0.233987004367754,NA,0.541666666666667,0.458333333333333
"275","EPHA1_HUMAN","AR_vs_STA",Inf,NA,NA,NA,NA,0,"oneConditionMissing",0.916666666666667,0.0833333333333333
"276","EPHA4_HUMAN","AR_vs_STA",0.615253904651328,NA,NA,0,NA,NA,NA,0.976190476190476,0
"277","EPHA7_HUMAN;EPHA5_HUMAN","AR_vs_STA",-0.343327632568298,0.421217224256073,-0.815084504615549,8,0.438613861649573,0.637122087834824,NA,0.777777777777778,0.194444444444444
"278","EPHB2_HUMAN","AR_vs_STA",-0.179475995724541,0.877048703577031,-0.204636293278299,6,0.84462152643933,0.927119442975265,NA,0.75,0.416666666666667
"279","EPHB3_HUMAN","AR_vs_STA",-0.351629073153797,0.506089391738687,-0.694796371735364,5,0.518139326153348,0.711521873871465,NA,0.875,0.166666666666667
"280","EPHB4_HUMAN","AR_vs_STA",-1.24427217319951,0.401391955364211,-3.09989315074961,8,0.0146681370984065,0.162499614210027,NA,0.641666666666667,0.225
"281","EPHB6_HUMAN","AR_vs_STA",-0.758163129804773,0.390453751257888,-1.94174886875147,7,0.0932944305341101,0.304949115298519,NA,0.726190476190476,0.261904761904762
"282","ERP44_HUMAN","AR_vs_STA",Inf,NA,NA,NA,NA,0,"oneConditionMissing",0.833333333333333,0
"283","ES8L1_HUMAN","AR_vs_STA",1.36195927641683,2.3234249116833,0.586186052137187,1,0.662464031662218,0.812867477325564,NA,0.75,0
"284","ESAM_HUMAN","AR_vs_STA",-1.0189088103217,0.524283868047092,-1.94342964264195,9,0.0838465545299858,0.298356844685888,NA,0.615384615384615,0.320512820512821
"285","EZRI_HUMAN","AR_vs_STA",0.120625141397312,0.823283796270505,0.146517084319826,8,0.887138072278935,0.945539340398176,NA,0.822222222222222,0.266666666666667
"286","F13B_HUMAN;CON__Q2TBQ1","AR_vs_STA",Inf,NA,NA,NA,NA,0,"oneConditionMissing",0.955882352941177,0.0343137254901961
"287","F16P1_HUMAN;F16P2_HUMAN","AR_vs_STA",-1.19467262631286,0.460234150602976,-2.59579308651403,6,0.0408925498192703,0.219022680263394,NA,0.69047619047619,0.261904761904762
"288","F151A_HUMAN","AR_vs_STA",-0.272883385316592,1.06378750895771,-0.256520576730555,2,0.821524841575395,0.91309197462383,NA,0.777777777777778,0
"289","F174A_HUMAN","AR_vs_STA",-0.539500331665746,0.853478917634139,-0.632119107477489,7,0.547391277378541,0.728919281574509,NA,0.5,0.25
"290","F198B_HUMAN","AR_vs_STA",-0.553544582770367,0.875899903181776,-0.63197242146,8,0.545037333675952,0.728919281574509,NA,0.5,0.333333333333333
"291","FA11_HUMAN","AR_vs_STA",-0.780452171412137,0.38044804458948,-2.05140276710918,6,0.0860747119189498,0.301687604151567,NA,0.869047619047619,0.154761904761905
"292","FA12_HUMAN","AR_vs_STA",-1.19070506274946,0.578279709547969,-2.05904693367197,9,0.0695874276902637,0.276785948341049,NA,0.757575757575758,0.340909090909091
"293","FABP5_HUMAN;FB5L3_HUMAN","AR_vs_STA",-2.56239187656015,1.3758798460034,-1.86236602273323,6,0.111856301723956,0.329976090085669,NA,0.634920634920635,0.206349206349206
"294","FABPH_HUMAN","AR_vs_STA",0.354621659149435,0.309235972286202,1.14676716465971,5,0.303374881889457,0.520071226096211,NA,0.866666666666667,0.1
"295","FABPL_HUMAN","AR_vs_STA",-1.48981002447714,NA,NA,0,NA,NA,NA,0.966666666666667,0
"296","FAM3B_HUMAN","AR_vs_STA",-0.427393409699016,0.341676042770402,-1.25087321380099,6,0.257546603291691,0.486506818023597,NA,0.777777777777778,0.222222222222222
"297","FAM3C_HUMAN","AR_vs_STA",0.385549473721231,0.486627223690914,0.792289158828721,7,0.454200300771644,0.647029804720974,NA,0.912698412698413,0.126984126984127
"298","FBLN1_HUMAN;CON__ENSEMBL:ENSBTAP00000016046","AR_vs_STA",-0.533308829216416,0.433208515232267,-1.23106728160798,10,0.246465766998121,0.478885550296225,NA,0.708333333333333,0.323717948717949
"299","FBLN2_HUMAN","AR_vs_STA",-0.990314870036957,0.775296565613242,-1.27733684626043,8,0.237304366497535,0.471942391798469,NA,0.614583333333333,0.239583333333333
"300","FBLN3_HUMAN","AR_vs_STA",-1.85487554540798,0.616798022188026,-3.0072657153277,10,0.0131790296934977,0.161125421497176,NA,0.611111111111111,0.305555555555556
"301","FBLN4_HUMAN","AR_vs_STA",-1.13158161256479,0.35146829899828,-3.21958371719416,8,0.0122468423405926,0.16056971068777,NA,0.715277777777778,0.270833333333333
"302","FBLN5_HUMAN","AR_vs_STA",-0.290089931857664,0.357466304481041,-0.81151685689315,6,0.448057389650336,0.643087317900251,NA,0.85,0.25
"303","FBLN7_HUMAN","AR_vs_STA",-0.914018341050034,0.516539107899137,-1.76950462621799,5,0.137035026763381,0.36611622244707,NA,0.888888888888889,0.0833333333333333
"304","FBN1_HUMAN","AR_vs_STA",-1.5153925738704,0.622343470886591,-2.43497786152006,9,0.0376737040611861,0.212961319861361,NA,0.722789115646258,0.302721088435374
"305","FCER2_HUMAN","AR_vs_STA",0.685015770827864,1.20513993037948,0.568411811408626,4,0.600146521178383,0.771062656616612,NA,0.875,0
"306","FCG3A_HUMAN","AR_vs_STA",-0.677981822535091,0.909031858607397,-0.74582845047228,10,0.47293850474897,0.664365994766411,NA,0.583333333333333,0.44047619047619
"307","FCG3B_HUMAN","AR_vs_STA",-1.87565038678706,0.864008091756643,-2.1708713201674,7,0.0665313870920596,0.267637625347603,NA,0.75,0.295454545454545
"308","FCGBP_HUMAN","AR_vs_STA",-1.11087540982668,0.897377373280534,-1.23791332710525,4,0.283441772147415,0.502466060526643,NA,0.985690235690236,0.0260942760942761
"309","FCN2_HUMAN","AR_vs_STA",0.514514461341365,0.835119351948438,0.616096920926258,7,0.557325408573648,0.737566569506114,NA,0.861111111111111,0.161111111111111
"310","FETUA_HUMAN;CON__P12763","AR_vs_STA",0.318105353360463,0.721472671922474,0.440911160935344,10,0.668656667458312,0.817631987151096,NA,0.566091954022989,0.238505747126437
"311","FGFP2_HUMAN","AR_vs_STA",-0.733355715792023,0.432355541487738,-1.69618669224995,9,0.124085039722665,0.348619873506535,NA,0.291666666666667,0.208333333333333
"312","FGFR1_HUMAN","AR_vs_STA",-0.159062562910203,0.972825440301667,-0.163505759944846,4,0.878048918669492,0.941907021845455,NA,0.75,0
"313","FGFR2_HUMAN","AR_vs_STA",-0.678720036299598,0.299380804700268,-2.2670793372311,7,0.0577255668720467,0.253849076679559,NA,0.416666666666667,0.166666666666667
"314","FGL2_HUMAN","AR_vs_STA",-0.5740297386437,0.682264797261901,-0.841359162816877,4,0.447505128741101,0.643087317900251,NA,0.916666666666667,0.130952380952381
"315","FHR1_HUMAN","AR_vs_STA",0.805351998793948,0.846429967916295,0.951469146084855,8,0.369223281897541,0.584810030388051,NA,0.5,0.166666666666667
"316","FHR2_HUMAN","AR_vs_STA",1.10102554002113,1.05722510729667,1.04142961836809,9,0.324842889027219,0.539879731059323,NA,0.770833333333333,0.229166666666667
"317","FIBA_HUMAN","AR_vs_STA",0.264004474091048,0.707006601156747,0.373411611234047,10,0.716636329522327,0.844223829121144,NA,0.718354430379747,0.325949367088608
"318","FIBB_HUMAN;CON__P02676","AR_vs_STA",0.688060823271313,0.987384353595613,0.696852062487827,9,0.503495381266346,0.69760221122617,NA,0.899659863945578,0.217687074829932
"319","FIBG_HUMAN","AR_vs_STA",0.791598832075392,0.88655226104411,0.892895847045848,9,0.395160272536219,0.602960071025093,NA,0.908119658119658,0.166666666666667
"320","FINC_HUMAN","AR_vs_STA",-0.941117265844022,0.527077503976353,-1.78553867077249,9,0.107828677582462,0.323486032747387,NA,0.793333333333333,0.257777777777778
"321","FLNA_HUMAN","AR_vs_STA",-0.219261335956089,0.319986451435852,-0.685220686601615,4,0.530851192172844,0.720005065245927,NA,0.961111111111111,0.0611111111111111
"322","FLNB_HUMAN","AR_vs_STA",-0.440985762662371,0.59702685167677,-0.73863639704621,4,0.501121722331297,0.696448008877751,NA,0.9375,0
"323","FLRT2_HUMAN","AR_vs_STA",Inf,NA,NA,NA,NA,0,"oneConditionMissing",0.583333333333333,0
"324","FOLR1_HUMAN","AR_vs_STA",-1.27725705669688,0.566324000192523,-2.25534686197773,8,0.0541138973320181,0.244029549752031,NA,0.762820512820513,0.275641025641026
"325","FREM2_HUMAN","AR_vs_STA",Inf,NA,NA,NA,NA,0,"oneConditionMissing",0.875,0
"326","FSTL1_HUMAN","AR_vs_STA",-0.301350149913203,0.355914661878184,-0.846692148963347,5,0.435806400766746,0.635846148704491,NA,0.805555555555556,0.0972222222222222
"327","FUCO_HUMAN","AR_vs_STA",Inf,NA,NA,NA,NA,0,"oneConditionMissing",0.958333333333333,0
"328","G3P_HUMAN","AR_vs_STA",-1.31456546056014,0.742436891548662,-1.77060902485336,9,0.110400410331439,0.329647001913453,NA,0.758333333333333,0.216666666666667
"329","G6PI_HUMAN;CON__Q3ZBD7","AR_vs_STA",0.308784699319143,0.427183007844672,0.72283937714915,4,0.509783101374156,0.70493444486895,NA,0.791666666666667,0.166666666666667
"330","GALM_HUMAN","AR_vs_STA",Inf,NA,NA,NA,NA,0,"oneConditionMissing",0.916666666666667,0
"331","GALNS_HUMAN","AR_vs_STA",-1.79298331837438,0.307072068080014,-5.83896584793632,5,0.00208443747911868,0.13416197592873,NA,0.773809523809524,0.107142857142857
"332","GAS1_HUMAN","AR_vs_STA",0.489301837707,0.535106115716011,0.914401505301949,3,0.427931905468991,0.628580475253207,NA,0.583333333333333,0
"333","GBB1_HUMAN;GBB3_HUMAN","AR_vs_STA",-1.11738956164358,0.22635984221015,-4.93634184727082,6,0.00261351199321691,0.136236159217257,NA,0.458333333333333,0.125
"334","GBB2_HUMAN;GBB4_HUMAN","AR_vs_STA",-0.489562392143226,0.383316934323384,-1.2771739213854,6,0.248735422019399,0.47984926100745,NA,0.694444444444444,0.138888888888889
