"","Protein","Label","log2FC","SE","Tvalue","DF","pvalue","adj.pvalue","issue","MissingPercentage","ImputationPercentage"
"335","GDF15_HUMAN","AR_vs_STA",-1.076515660577,0.709970654734568,-1.51628191024243,7,0.173230077868506,0.408822983769674,NA,0.625,0.1875
"336","GELS_HUMAN","AR_vs_STA",-0.199877101784775,0.806136649922714,-0.247944441930456,10,0.809194419669598,0.90793922206985,NA,0.75709219858156,0.267730496453901
"337","GFRP_HUMAN","AR_vs_STA",Inf,NA,NA,NA,NA,0,"oneConditionMissing",0.9375,0
"338","GGCT_HUMAN","AR_vs_STA",-0.0887398487012989,1.27818882039861,-0.069426243826499,3,0.949018993473738,0.974077976282591,NA,0.847222222222222,0.0555555555555556
"339","GGH_HUMAN","AR_vs_STA",-1.84729206872277,0.887132068364729,-2.08231912090376,10,0.0639484216854878,0.261833143834064,NA,0.583333333333333,0.333333333333333
"340","GGT1_HUMAN;GGT2_HUMAN;GGTL2_HUMAN","AR_vs_STA",-0.709550863517731,0.667647798861243,-1.06276222991817,9,0.315573121788646,0.531043806675003,NA,0.564814814814815,0.277777777777778
"341","GGT6_HUMAN","AR_vs_STA",-1.10301641067009,0.698166152070954,-1.57987666316713,7,0.158146044484705,0.391641459994391,NA,0.69047619047619,0.333333333333333
"342","GLNA_HUMAN","AR_vs_STA",0.152814175389476,0.823055620971775,0.185666887505184,4,0.861740921604081,0.937192891698448,NA,0.5,0
"343","GLRX1_HUMAN","AR_vs_STA",0.439027682228012,0.324999137170365,1.35085799319483,5,0.234652516824789,0.471942391798469,NA,0.942708333333333,0.015625
"344","GLU2B_HUMAN","AR_vs_STA",Inf,NA,NA,NA,NA,0,"oneConditionMissing",0.833333333333333,0
"345","GLYC_HUMAN","AR_vs_STA",-0.339863132153927,0.757616011795596,-0.448595498065612,3,0.684145156131363,0.823766616566335,NA,0.777777777777778,0.0555555555555556
"346","GNAS1_HUMAN;GNAS2_HUMAN;GNAT1_HUMAN;GNAT3_HUMAN;GNAT2_HUMAN;GNAO_HUMAN;GNAI3_HUMAN;GNAI1_HUMAN;GNAI2_HUMAN;GNAL_HUMAN","AR_vs_STA",0.202685863563237,0.710227300062634,0.285381684913214,1,0.82302471147869,0.913325228412089,NA,0.888888888888889,0.0555555555555556
"347","GNS_HUMAN","AR_vs_STA",-0.822125843742106,0.540321222735368,-1.52155016155039,9,0.162448600053629,0.397970964837264,NA,0.731182795698925,0.233870967741935
"348","GOLM1_HUMAN","AR_vs_STA",-0.915269236856549,0.417986828675474,-2.18970832108962,8,0.0599482433640148,0.256252730937456,NA,0.583333333333333,0.25
"349","GP1BA_HUMAN","AR_vs_STA",Inf,NA,NA,NA,NA,0,"oneConditionMissing",0.958333333333333,0
"350","GP180_HUMAN","AR_vs_STA",-1.50410298178567,0.40193386775455,-3.74216532234149,8,0.00568768945002485,0.145130386247536,NA,0.69047619047619,0.285714285714286
"351","GPC1_HUMAN","AR_vs_STA",Inf,NA,NA,NA,NA,0,"oneConditionMissing",0.944444444444444,0
"352","GPC3_HUMAN","AR_vs_STA",1.50260054039683,0.386178452807885,3.89094867792726,5,0.0115139007008636,0.16056971068777,NA,0.708333333333333,0
"353","GPC5B_HUMAN","AR_vs_STA",0.165403522530384,0.525596386613735,0.314696841041908,4,0.7687236908635,0.87989787271781,NA,0.5,0
"354","GPC5C_HUMAN","AR_vs_STA",-0.422342570814226,0.263523880210674,-1.60267286014681,5,0.169909164147429,0.404829198425737,NA,0.75,0.138888888888889
"355","GPDA_HUMAN","AR_vs_STA",Inf,NA,NA,NA,NA,0,"oneConditionMissing",0.916666666666667,0
"356","GPVI_HUMAN","AR_vs_STA",-2.47766588449031,0.200051330334044,-12.3851507528249,7,5.14215894620307e-06,0.00192642949639321,NA,0.6875,0.25
"357","GPX3_HUMAN","AR_vs_STA",Inf,NA,NA,NA,NA,0,"oneConditionMissing",0.888888888888889,0
"358","GRN_HUMAN","AR_vs_STA",-1.84561713140379,0.985805306110018,-1.87219232840873,10,0.0906806215583535,0.304949115298519,NA,0.446428571428571,0.375
"359","GRP78_HUMAN","AR_vs_STA",0.533128499502094,0.370422162514429,1.43924568628187,4,0.223486461596407,0.462777353996538,NA,0.916666666666667,0.0166666666666667
"360","GSTA1_HUMAN","AR_vs_STA",0.210869701093689,0.435740353753052,0.48393429545246,2,0.676237820124246,0.821147325687405,NA,0.928571428571429,0.0238095238095238
"361","GSTO1_HUMAN","AR_vs_STA",-0.411301083175593,0.389996352993158,-1.05462802413131,4,0.35108346313822,0.564925208867862,NA,0.777777777777778,0.277777777777778
"362","GSTP1_HUMAN","AR_vs_STA",-0.628688595628855,0.45995309538945,-1.36685371167365,7,0.213947551691912,0.452163780889175,NA,0.791666666666667,0.316666666666667
"363","GTR5_HUMAN","AR_vs_STA",-0.787475954581062,1.00911849603581,-0.780360242800582,2,0.516873066470036,0.711521873871465,NA,0.833333333333333,0
"364","GUC2A_HUMAN","AR_vs_STA",0.0255333097852812,1.11348001778516,0.0229310893571937,10,0.982156361925996,0.990550860745877,NA,0.777777777777778,0.222222222222222
"365","GUC2B_HUMAN","AR_vs_STA",-1.5282044951866,0.890064778330721,-1.71695873423133,5,0.146635778715233,0.38168430636171,NA,0.909722222222222,0.104166666666667
"366","H2A2C_HUMAN;H2A2A_HUMAN;H2A1J_HUMAN;H2A1H_HUMAN;H2AJ_HUMAN;H2A1D_HUMAN;H2A1_HUMAN;H2A3_HUMAN;H2A1C_HUMAN;H2A1B_HUMAN;H2A1A_HUMAN;H2AX_HUMAN;H2A2B_HUMAN","AR_vs_STA",0.0752719270571658,0.736762279002004,0.102165826349208,1,0.935184103594737,0.969645881272783,NA,0.95,0
"367","H2B1L_HUMAN;H2BFS_HUMAN;H2B3B_HUMAN;H2B2F_HUMAN;H2B2E_HUMAN;H2B1O_HUMAN;H2B1N_HUMAN;H2B1M_HUMAN;H2B1K_HUMAN;H2B1J_HUMAN;H2B1H_HUMAN;H2B1D_HUMAN;H2B1C_HUMAN;H2B1B_HUMAN;H2B1A_HUMAN","AR_vs_STA",0.687797577412657,0.459438394928413,1.49703983168369,2,0.273069899122096,0.49793816041151,NA,0.833333333333333,0
"368","H4_HUMAN","AR_vs_STA",0.543904377037575,0.229023101258643,2.37488870794447,3,0.0980695547245853,0.312446121340389,NA,0.927083333333333,0.03125
"369","H12_HUMAN","AR_vs_STA",-0.684836022989351,0.755492752459308,-0.906475966526546,7,0.394815215187662,0.602960071025093,NA,0.5,0.25
"370","H14_HUMAN;H11_HUMAN;H1T_HUMAN","AR_vs_STA",-1.01754383520735,0.727635910943896,-1.39842443164656,9,0.195485624000824,0.432418113341597,NA,0.361111111111111,0.277777777777778
"371","H15_HUMAN","AR_vs_STA",-0.683672358327158,0.677627347785295,-1.00892084795813,7,0.346608185498151,0.561305274283001,NA,0.694444444444444,0.194444444444444
"372","HABP2_HUMAN","AR_vs_STA",0.539331745524762,1.3794450823994,0.39097732298748,2,0.733533053788284,0.855587153347784,NA,0.888888888888889,0
"373","HAVR2_HUMAN","AR_vs_STA",-1.76161742274435,0.883695391403823,-1.9934667984925,10,0.0741911033554312,0.282404845030351,NA,0.607142857142857,0.464285714285714
"374","HBA_HUMAN","AR_vs_STA",2.51352731554129,1.09509429309713,2.29526108517337,8,0.0508455709179094,0.235285386992679,NA,0.821428571428571,0.238095238095238
"375","HBB_HUMAN;HBE_HUMAN","AR_vs_STA",0.769303863300151,0.969553677103033,0.793461859274036,9,0.447921761645293,0.643087317900251,NA,0.856666666666667,0.223333333333333
"376","HEG1_HUMAN","AR_vs_STA",-0.762519755510857,0.524135899520498,-1.45481306700885,9,0.179692827366846,0.417123022215499,NA,0.571428571428571,0.422619047619048
"377","HEMO_HUMAN","AR_vs_STA",-0.0456615732234619,0.411200151446498,-0.111044641065515,10,0.913778089252342,0.958356371511917,NA,0.557098765432099,0.242283950617284
"378","HEPC_HUMAN","AR_vs_STA",0.830968641009784,1.77634060582878,0.467798032811439,1,0.721443327176791,0.848474876480346,NA,0.888888888888889,0.0555555555555556
"379","HEXA_HUMAN","AR_vs_STA",-0.581272058926586,0.336716035323614,-1.7262975265432,6,0.135044156575721,0.364928484181721,NA,0.681818181818182,0.227272727272727
"380","HEXB_HUMAN","AR_vs_STA",-0.635936024024861,0.429159179462676,-1.48181852901545,6,0.18889944261235,0.43142195280498,NA,0.907407407407407,0.12962962962963
"381","HG2A_HUMAN","AR_vs_STA",-1.62986498886786,0.949596821260534,-1.71637578430844,9,0.120226447862611,0.340481300346914,NA,0.5,0.1875
"382","HGFA_HUMAN","AR_vs_STA",-1.47314517763319,0.551703696220772,-2.67017456602953,4,0.0557958492419588,0.24844944190759,NA,0.766666666666667,0.0666666666666667
"383","HGFL_HUMAN;MSTP9_HUMAN","AR_vs_STA",Inf,NA,NA,NA,NA,0,"oneConditionMissing",0.958333333333333,0
"384","HMCN1_HUMAN","AR_vs_STA",-1.8551546799917,0.919957915677752,-2.01656472364279,8,0.0784754992947763,0.288964844729421,NA,0.636904761904762,0.232142857142857
"385","HMCN2_HUMAN","AR_vs_STA",-0.397830253880982,0.502427500948253,-0.791816238422738,8,0.451305197770413,0.644201774236799,NA,0.8125,0.229166666666667
"386","HMGA1_HUMAN","AR_vs_STA",-0.84332752330278,NA,NA,0,NA,NA,NA,0.833333333333333,0
"387","HPT_HUMAN","AR_vs_STA",2.76774596975717,1.21755375907911,2.27320227063365,10,0.0463178389152403,0.226081959724228,NA,0.624031007751938,0.391472868217054
"388","HRG_HUMAN","AR_vs_STA",0.36322552704357,0.343610405102189,1.05708535495468,10,0.315340246884022,0.531043806675003,NA,0.741228070175439,0.320175438596491
"389","HS90A_HUMAN;HS905_HUMAN","AR_vs_STA",1.86492851493364,NA,NA,0,NA,NA,NA,0.983333333333333,0
"390","HS90B_HUMAN;H90B2_HUMAN;HS902_HUMAN;H90B4_HUMAN","AR_vs_STA",Inf,NA,NA,NA,NA,0,"oneConditionMissing",0.952380952380952,0
"391","HSP7C_HUMAN;HSP72_HUMAN","AR_vs_STA",0.226744047106562,0.657951581607031,0.344621174939264,9,0.73829530916181,0.85831375843442,NA,0.855263157894737,0.289473684210526
"392","HSPB1_HUMAN","AR_vs_STA",-0.782615776763406,0.65943468700005,-1.1867980138014,8,0.269351927941962,0.495327701254309,NA,0.71875,0.34375
"393","HV102_HUMAN","AR_vs_STA",0.467493722409734,0.553527276559188,0.844572150654884,9,0.420232970665284,0.623295359788373,NA,0.694444444444444,0
"394","HV207_HUMAN;HV209_HUMAN","AR_vs_STA",-0.31099062347901,0.732854807336066,-0.424355029626488,7,0.684044290692144,0.823766616566335,NA,0.625,0
"395","HV302_HUMAN","AR_vs_STA",0.139611205897261,0.838357866568137,0.166529368262228,7,0.872448552035915,0.939661279783534,NA,0.625,0
"396","HV304_HUMAN","AR_vs_STA",0.930143698939536,0.986044496935591,0.943308037142561,1,0.518566789431746,0.711521873871465,NA,0.875,0
"397","HV305_HUMAN;HV316_HUMAN;HV314_HUMAN","AR_vs_STA",0.432074556815798,0.562509872783545,0.768119063720079,10,0.460170369751479,0.652907057683462,NA,0.277777777777778,0.277777777777778
"398","HV306_HUMAN","AR_vs_STA",-0.101484961953293,0.167786330170096,-0.604846424916801,7,0.564364930506321,0.738577395191267,NA,0.25,0
"399","HV310_HUMAN","AR_vs_STA",Inf,NA,NA,NA,NA,0,"oneConditionMissing",0.833333333333333,0
"400","HV317_HUMAN","AR_vs_STA",Inf,NA,NA,NA,NA,0,"oneConditionMissing",0.833333333333333,0
"401","HV318_HUMAN;HV315_HUMAN;HV309_HUMAN;HV313_HUMAN","AR_vs_STA",-0.934512760241596,0.316922812394062,-2.94870777266618,7,0.0214462053301523,0.183021957307724,NA,0.625,0
"402","HV320_HUMAN;HV321_HUMAN","AR_vs_STA",0.0550325393984096,0.509740269103703,0.107961922441748,9,0.916394439990915,0.958356371511917,NA,0.458333333333333,0.145833333333333
"403","HYAL1_HUMAN","AR_vs_STA",-1.51721000108086,0.493498950287996,-3.07439357306728,6,0.0218189817548526,0.183021957307724,NA,0.766666666666667,0.166666666666667
"404","I10R2_HUMAN","AR_vs_STA",-1.4578728124877,0.437871696155023,-3.32945204106447,5,0.0207914602387729,0.183021957307724,NA,0.416666666666667,0
"405","I18BP_HUMAN","AR_vs_STA",-1.77187016363575,0.903395086310121,-1.96134580593401,10,0.0782612139772487,0.288964844729421,NA,0.40625,0.40625
"406","IBP1_HUMAN","AR_vs_STA",Inf,NA,NA,NA,NA,0,"oneConditionMissing",0.976190476190476,0
"407","IBP2_HUMAN","AR_vs_STA",-0.201392292215079,0.504437523188542,-0.399241299382492,8,0.70016134538676,0.835943056549454,NA,0.692307692307692,0.269230769230769
"408","IBP3_HUMAN","AR_vs_STA",-0.6383799776736,0.643712227160299,-0.991716407951078,9,0.347248178158128,0.561305274283001,NA,0.784722222222222,0.243055555555556
"409","IBP4_HUMAN","AR_vs_STA",3.47661799622054,0.0170433881250613,203.986318372247,1,0.00312086946653256,0.143310673830562,NA,0.977272727272727,0
"410","IBP6_HUMAN","AR_vs_STA",0.521970643776349,0.513101319686911,1.01728571677588,6,0.348269896105468,0.561674456589228,NA,0.878205128205128,0.134615384615385
"411","IBP7_HUMAN","AR_vs_STA",-1.7755077561682,0.974663118188586,-1.82166301672314,10,0.0985089620609667,0.312446121340389,NA,0.541666666666667,0.375
"412","IC1_HUMAN;CON__P50448","AR_vs_STA",-1.78921355793917,0.853621625478827,-2.09602651167083,10,0.0624931588273381,0.261833143834064,NA,0.557971014492754,0.427536231884058
"413","ICAM1_HUMAN","AR_vs_STA",0.323244693058878,0.295560268526494,1.09366761192363,3,0.354054743722125,0.568414418492663,NA,0.777777777777778,0.194444444444444
"414","ICAM2_HUMAN","AR_vs_STA",-2.02216874348357,0.493870075708382,-4.09453587683577,7,0.00460458964082089,0.145130386247536,NA,0.75,0
"415","ICOSL_HUMAN","AR_vs_STA",-1.50351645519316,0.499321802834132,-3.0111171726515,9,0.0146892306630533,0.162499614210027,NA,0.604166666666667,0.291666666666667
"416","IDHC_HUMAN","AR_vs_STA",-0.937748133690265,NA,NA,0,NA,NA,NA,0.833333333333333,0
"417","IF5A1_HUMAN;IF5AL_HUMAN;IF5A2_HUMAN","AR_vs_STA",Inf,NA,NA,NA,NA,0,"oneConditionMissing",0.833333333333333,0
"418","IF6_HUMAN","AR_vs_STA",-1.11486920777539,0.340830041148847,-3.27104149627618,7,0.0136546967370488,0.161125421497176,NA,0.701388888888889,0.201388888888889
"419","IGF2_HUMAN","AR_vs_STA",0.137389527146897,0.721592033405801,0.190397788205116,5,0.85648645553916,0.933929589435953,NA,0.935897435897436,0.0705128205128205
"420","IGFR1_HUMAN","AR_vs_STA",0.618387661232621,0.95082837005992,0.650367280473184,3,0.561820735250953,0.737566569506114,NA,0.833333333333333,0.145833333333333
"421","IGHA1_HUMAN","AR_vs_STA",-1.55329641870395,0.478609512618693,-3.2454357419792,10,0.00878814424080732,0.159547603406662,NA,0.361111111111111,0.218253968253968
"422","IGHA2_HUMAN","AR_vs_STA",-1.44274767239381,0.588174279201093,-2.45292547364272,10,0.0340867028431482,0.206935818599328,NA,0.736111111111111,0.319444444444444
"423","IGHG1_HUMAN","AR_vs_STA",-1.47676312273336,0.578604116228563,-2.55228589170631,10,0.0287510311494201,0.194506027931874,NA,0.461538461538462,0.307692307692308
"424","IGHG2_HUMAN","AR_vs_STA",-0.324411691805245,0.491702887299885,-0.659771785328951,10,0.524303957433696,0.715235456383539,NA,0.567204301075269,0.373655913978495
"425","IGHG3_HUMAN","AR_vs_STA",0.460239442639317,0.535125144454995,0.860059459751332,9,0.412079945456019,0.618119918184028,NA,0.590277777777778,0.201388888888889
"426","IGHG4_HUMAN","AR_vs_STA",0.0562641568567929,0.518392162347893,0.108535894142308,9,0.915951886377567,0.958356371511917,NA,0.766666666666667,0.316666666666667
"427","IGHM_HUMAN","AR_vs_STA",0.895802302980042,0.950857153987617,0.942099766745518,10,0.368343715949405,0.584725002000401,NA,0.745098039215686,0.215686274509804
"428","IGJ_HUMAN","AR_vs_STA",-0.47246115091421,0.460672844535881,-1.02558932335203,10,0.329254111870772,0.543384408402113,NA,0.602564102564103,0.448717948717949
"429","IGKC_HUMAN","AR_vs_STA",-0.908784657952782,0.421500951221349,-2.15606786964411,10,0.0564831842028837,0.24993809009776,NA,0.342261904761905,0.25297619047619
"430","IGLL1_HUMAN","AR_vs_STA",Inf,NA,NA,NA,NA,0,"oneConditionMissing",0.854166666666667,0.0625
"431","IGLL5_HUMAN;LAC1_HUMAN","AR_vs_STA",-0.265525394488234,0.421718817875769,-0.629626621419708,10,0.543055533047315,0.728919281574509,NA,0.541666666666667,0.166666666666667
"432","IGSF8_HUMAN","AR_vs_STA",-1.80451461491017,0.506461429341038,-3.56298527462998,10,0.00515556869189049,0.145130386247536,NA,0.416666666666667,0.35
"433","IL1RA_HUMAN","AR_vs_STA",-1.95596399189477,0.627953904970992,-3.11482097079264,4,0.035704950406009,0.208918222210366,NA,0.821428571428571,0.178571428571429
"434","IL2RA_HUMAN","AR_vs_STA",0.364476798236429,1.86336751182177,0.195601133927729,3,0.857421233239223,0.933929589435953,NA,0.583333333333333,0
"435","IL6RB_HUMAN","AR_vs_STA",-1.40887304830577,0.573585658286634,-2.45625570993918,7,0.0437045504445588,0.223268660305767,NA,0.7,0.15
"436","INAR2_HUMAN","AR_vs_STA",-1.08501556176955,NA,NA,0,NA,NA,NA,0.966666666666667,0
"437","INHBC_HUMAN","AR_vs_STA",0.27994622593664,0.854537871669765,0.327599554352841,3,0.764744409609651,0.878959483772131,NA,0.875,0.0833333333333333
"438","INVO_HUMAN","AR_vs_STA",-0.667079465626989,1.16592638469671,-0.572145441069608,5,0.59198594103443,0.767630121341348,NA,0.686666666666667,0.223333333333333
"439","IPSP_HUMAN","AR_vs_STA",-2.59360767213547,0.981529119751614,-2.64241541075399,9,0.0268074213550755,0.187917369498945,NA,0.609195402298851,0.431034482758621
"440","ISK1_HUMAN","AR_vs_STA",-0.163785631590752,0.960970977868183,-0.170437646258677,10,0.868064965461515,0.939661279783534,NA,0.65,0.45
"441","ISK5_HUMAN","AR_vs_STA",-1.04788072205402,0.974982418289622,-1.07476883931125,7,0.318122442010805,0.533146262138103,NA,0.801587301587302,0.301587301587302
"442","ISK7_HUMAN","AR_vs_STA",Inf,NA,NA,NA,NA,0,"oneConditionMissing",0.916666666666667,0.0833333333333333
"443","ISLR_HUMAN","AR_vs_STA",-1.07929073340884,0.548628835283242,-1.96725119789161,8,0.0847030025167563,0.298356844685888,NA,0.635416666666667,0.260416666666667
"444","IST1_HUMAN","AR_vs_STA",-0.520748814980551,0.450001743625443,-1.15721510495745,6,0.291168489635977,0.507751947444019,NA,0.729166666666667,0.229166666666667
"445","ITIH1_HUMAN","AR_vs_STA",0.770849804164363,0.651689295814496,1.18284865059957,7,0.275481967444185,0.49793816041151,NA,0.921296296296296,0.171296296296296
"446","ITIH2_HUMAN;CON__Q9TRI1","AR_vs_STA",0.612669953639276,0.867901450113962,0.705921108391774,10,0.496353358475202,0.691768066536305,NA,0.761574074074074,0.428240740740741
"447","ITIH4_HUMAN","AR_vs_STA",-1.62517646596978,0.351612619941755,-4.6220652325818,10,0.000947590844761148,0.116968316096934,NA,0.558139534883721,0.348837209302326
"448","ITM2B_HUMAN","AR_vs_STA",Inf,NA,NA,NA,NA,0,"oneConditionMissing",0.916666666666667,0
"449","JAM1_HUMAN","AR_vs_STA",-0.932771831222804,0.49367496079565,-1.88944529355807,7,0.100757489814209,0.316517644534092,NA,0.736111111111111,0.236111111111111
"450","JAM3_HUMAN","AR_vs_STA",0.0795725113935321,0.65170378161305,0.122099201567589,6,0.906807293920988,0.955489989034916,NA,0.85,0.116666666666667
"451","JSPR1_HUMAN","AR_vs_STA",2.26065249972439,1.36574664177774,1.65525027158901,1,0.345975328766098,0.561305274283001,NA,0.75,0
"452","K0494_HUMAN","AR_vs_STA",Inf,NA,NA,NA,NA,0,"oneConditionMissing",0.916666666666667,0
"453","KAIN_HUMAN","AR_vs_STA",Inf,NA,NA,NA,NA,0,"oneConditionMissing",0.966666666666667,0
"454","KAZD1_HUMAN","AR_vs_STA",Inf,NA,NA,NA,NA,0,"oneConditionMissing",0.944444444444444,0
"455","KIRR1_HUMAN","AR_vs_STA",0.247577266521061,0.558141785963463,0.443574146833844,6,0.67289821806489,0.818577213728423,NA,0.8,0.2
"456","KLK1_HUMAN","AR_vs_STA",-2.47758766826628,0.82871420692929,-2.98967683617578,7,0.0202356026921422,0.183021957307724,NA,0.69047619047619,0.333333333333333
"457","KLK6_HUMAN","AR_vs_STA",-1.57224791083506,0.890417833687549,-1.76574171288079,2,0.219480669407602,0.459740573788704,NA,0.916666666666667,0.0277777777777778
"458","KLK13_HUMAN","AR_vs_STA",-1.47372603270345,1.31615805848465,-1.11971812443272,3,0.344398440118798,0.561305274283001,NA,0.694444444444444,0.111111111111111
"459","KLKB1_HUMAN","AR_vs_STA",0.0714839671960152,0.425740967188863,0.167904835816057,6,0.872174739992848,0.939661279783534,NA,0.866666666666667,0
"460","KNG1_HUMAN;CON__P01045-1;CON__Q2KJ62;CON__P01044-1","AR_vs_STA",-2.17126231555364,0.686880646698409,-3.16104744833054,10,0.0101407375046607,0.159547603406662,NA,0.416666666666667,0.297101449275362
"461","KPYM_HUMAN;KPYR_HUMAN","AR_vs_STA",-0.748663493233116,0.69193888935495,-1.0819792105211,10,0.304662196501533,0.520135463055784,NA,0.833333333333333,0.208333333333333
"462","KV101_HUMAN","AR_vs_STA",-0.308333105443495,0.63140996370514,-0.488324738548919,10,0.635850378071197,0.793971900660331,NA,0.166666666666667,0.166666666666667
"463","KV102_HUMAN","AR_vs_STA",-2.37053958815559,0.886463438088131,-2.67415381876123,5,0.0441281830786284,0.223268660305767,NA,0.416666666666667,0
"464","KV105_HUMAN","AR_vs_STA",-0.271826964553767,0.803277482509987,-0.338397341482042,2,0.767286387847075,0.87989787271781,NA,0.916666666666667,0
"465","KV106_HUMAN","AR_vs_STA",0.0928603978133011,0.526215250521512,0.176468465559048,5,0.866851029393654,0.939661279783534,NA,0.708333333333333,0
"466","KV110_HUMAN","AR_vs_STA",-1.00588754914535,1.26591732633567,-0.79459181750597,5,0.462881451815932,0.65544013577136,NA,0.816666666666667,0.166666666666667
"467","KV111_HUMAN","AR_vs_STA",0.594021453347987,0.675933091502899,0.878816943297175,10,0.400124498229431,0.6079144737048,NA,0.333333333333333,0.333333333333333
"468","KV119_HUMAN","AR_vs_STA",-1.71174480672694,0.317595228136889,-5.38970568534218,1,0.116789661282537,0.336481382507205,NA,0.75,0
"469","KV120_HUMAN","AR_vs_STA",Inf,NA,NA,NA,NA,0,"oneConditionMissing",0.833333333333333,0
"470","KV121_HUMAN","AR_vs_STA",-0.65922700709532,0.763374629596906,-0.863569447472232,10,0.408059704781778,0.614694193586168,NA,0.361111111111111,0.0277777777777778
"471","KV122_HUMAN","AR_vs_STA",-1.72793785472207,0.759053826198109,-2.27643652542644,5,0.0718576699938982,0.281078620749613,NA,0.75,0.138888888888889
"472","KV123_HUMAN","AR_vs_STA",0.942435394718456,0.639340955726801,1.47407324100972,2,0.278393404061476,0.50153315540846,NA,0.916666666666667,0
"473","KV203_HUMAN","AR_vs_STA",-0.85719003896674,0.513137491184345,-1.67048803428552,9,0.129160246601539,0.354439746487943,NA,0.291666666666667,0.208333333333333
"474","KV206_HUMAN","AR_vs_STA",0.0424451311161445,0.626824424677765,0.0677145456448423,10,0.947347663958616,0.974077976282591,NA,0.513888888888889,0.347222222222222
"475","KV301_HUMAN","AR_vs_STA",-1.16871586399742,0.808740225526384,-1.44510663264801,4,0.221943185611736,0.462164045332673,NA,0.866666666666667,0.0666666666666667
"476","KV302_HUMAN","AR_vs_STA",-0.835319432691897,0.567363693628572,-1.47228213943267,9,0.175030750495468,0.409215860658257,NA,0.458333333333333,0.145833333333333
"477","KV303_HUMAN","AR_vs_STA",0.193675625638009,1.01141162002045,0.191490409843317,10,0.851973640298844,0.933742008253222,NA,0.5625,0.3125
"478","KV304_HUMAN","AR_vs_STA",0.0398282237881525,0.67281836739829,0.0591961006388153,5,0.955088999192019,0.974185518368753,NA,0.75,0.138888888888889
"479","KV307_HUMAN","AR_vs_STA",Inf,NA,NA,NA,NA,0,"oneConditionMissing",0.916666666666667,0
"480","KV308_HUMAN","AR_vs_STA",-1.70128478389292,NA,NA,0,NA,NA,NA,0.833333333333333,0
"481","KV309_HUMAN","AR_vs_STA",0.0409412439694026,0.552615155502468,0.0740863574980613,10,0.942402709481868,0.972625536899654,NA,0.462121212121212,0.28030303030303
"482","KV311_HUMAN","AR_vs_STA",0.0805269638538733,0.790937049471206,0.101812102376176,1,0.935406973035749,0.969645881272783,NA,0.875,0
"483","KV401_HUMAN;KV403_HUMAN","AR_vs_STA",-0.460592456000909,0.498634197265386,-0.923708118149325,9,0.379737174181139,0.588301792823297,NA,0.291666666666667,0.208333333333333
"484","L1CAM_HUMAN","AR_vs_STA",0.718531985246775,0.463363947517706,1.55068599768289,4,0.195915772287669,0.432418113341597,NA,0.625,0.125
"485","LAC2_HUMAN","AR_vs_STA",-0.609494616571842,0.514073106409791,-1.18561856080833,10,0.263180948168132,0.486506818023597,NA,0.560606060606061,0.196969696969697
"486","LAC3_HUMAN","AR_vs_STA",0.803308332370732,0.835446983446587,0.961531190233916,10,0.358958248741325,0.574982896173887,NA,0.452380952380952,0.452380952380952
"487","LAC7_HUMAN","AR_vs_STA",2.4521109715826,0.681466916232703,3.59828322281352,3,0.0368068324358404,0.212337631705055,NA,0.857142857142857,0.0952380952380952
"488","LAIR1_HUMAN","AR_vs_STA",-1.95858553116221,0.641283470506007,-3.05416500072391,10,0.0121649624233904,0.16056971068777,NA,0.5,0.166666666666667
"489","LAIR2_HUMAN","AR_vs_STA",-0.252018426735943,0.791193860428358,-0.318529300264664,3,0.770971179151036,0.880399346514408,NA,0.708333333333333,0.125
"490","LAMA5_HUMAN","AR_vs_STA",-0.591418035177309,0.424443641478656,-1.39339591262801,4,0.235935444843259,0.471942391798469,NA,0.90625,0.03125
"491","LAMC1_HUMAN","AR_vs_STA",Inf,NA,NA,NA,NA,0,"oneConditionMissing",0.854166666666667,0.0625
"492","LAMP1_HUMAN","AR_vs_STA",-0.38507860774651,0.831340763144843,-0.46320188401422,9,0.654216531650982,0.807126891719711,NA,0.520833333333333,0.361111111111111
"493","LAMP2_HUMAN","AR_vs_STA",0.175718400700253,0.135541001839214,1.29642247228407,5,0.251436911043222,0.4811279270773,NA,0.697916666666667,0.0625
"494","LAYN_HUMAN","AR_vs_STA",0.412246122409475,0.314451783860577,1.31099947136016,2,0.32016143136829,0.533351278608821,NA,0.777777777777778,0.111111111111111
"495","LCAT_HUMAN","AR_vs_STA",-1.25104026328971,0.440952470992315,-2.83713176722739,9,0.0194941864842555,0.183021957307724,NA,0.5,0.416666666666667
"496","LCN1_HUMAN;LC1L1_HUMAN","AR_vs_STA",0.297712298368914,0.747979731543693,0.398021879221901,5,0.707040141730976,0.837657067327956,NA,0.898148148148148,0.0925925925925926
"497","LDHA_HUMAN","AR_vs_STA",Inf,NA,NA,NA,NA,0,"oneConditionMissing",0.9,0.0333333333333333
"498","LDHB_HUMAN;LDHC_HUMAN;LDH6A_HUMAN","AR_vs_STA",-0.62893865221333,0.508399932200559,-1.2370942881346,9,0.247357155617398,0.478885550296225,NA,0.607142857142857,0.261904761904762
"499","LEAP2_HUMAN","AR_vs_STA",-0.602892636283048,1.27760665504909,-0.471892216513134,9,0.648234843603992,0.802360610614732,NA,0.708333333333333,0.166666666666667
